id,text,target,target_name
9239,"The recent discussion in this news group suggests that a key search attack  
against DES is quite feasible now. But normally DES is applied in CBC or CFB  
mode where one chooses a random init vector of 8 bytes. Questions:

 - Makes it sense to handle the init vector as an additional key? Then we have  
a 56 + 64 = 120 bit key.
 
 - If yes: Is anything known about the security of this key scheme? Can we  
break it faster than by exhaustive search through the 120 bit key space?
",11,sci.crypt
9370,"I had a deal on one, but the buyer disappear, so here we go again:",6,misc.forsale
11676,"I have a pair of AKG 340s in nearly new condition for sale.  They
have been used in my studio for mixdown monitoring.  I have the original box.
The 340s use both an electret element and a dynamic element in each ear cup
with built-in crossovers.  They have a very smooth frequency response and
the electrostatic element gives clearer highs.  I am asking $200 for the
pair.

Brett Maraldo 
- Plexus Prodcutions


",6,misc.forsale
1811,"
My wifes uncle was a 30+ level mason.  He let me look at some of the books
(which after his death his ""brothers"" came over and took from his greiving
widow before his body had even cooled).  Don't tell me you don't worship
Osiris.  You must not be past your 20th level.  You should read Wilkinson's
Egyptians and how he shows this Egyptian religion paralleling his own British
Masonry.  There is a man here at this laboratory who is a 33 degree black
mason.  I've talked with him, though much he likes to hide (""mystery""). 
Special handshakes and all.  When he first started trying to ""evangelize"" me,
he told me all kinds on special this, and special that.  Here is truely a
""mystery"" religion.  THere is the public side with motorcyle mania and
childrens hospitals and then there is the priviate side that only the highest
degree mason every learns of.
I haven't read it, but the literature that is offered by the silver haired
apologist (can't remember his name) on TV, didn't exactly come to this same
conclusion.  

""Khons, the son of the great goddess-mother, seems to have been gernaerally
represented as a full-grown god. The Babylonian divinity was also represented
very frequently in Egupt in the very same wayas in the land of his nativity
-i.e. as a child in his mother's arems.  THis was the way in which Osiris, 'the
son, the husband of his mother,' was often exhibited, and what we learn of this
god, equally as in the case of Khonso, shows that in his original he was none
other than Nimrod.  It is admitted that the secret system of Free Masonry was
originally founded on the Mysteries of the Egyptian Isis, the goddess-mother,
or wife of Osiris.  But what could have led to the union of a Masonic body with
these Mysteries, had they not had particular reference to architecture, and had
the god who was worshipped in them not been celebrated for his success in
perfecting the arts of fortification and building?  Now, if such were the case,
considering the relation in which, as we have already seen, Egypt stood to
Babylon, who would naturally be liiked up to there as the great patron of the
Masonic art?  The strong presumption is, that Nimrod must have been the man. 
He was the first that gained faim in this way.  As the child of the Babylonian
goddess-mother, he was worshipped in the character of Ala mahozim, 'The God of
Fortification.'  Osiris, the child of the Egyptian Modonna, was equally
celebrated as 'the strong chief of the buildings.'  THis strong chief of the
buildings was origninally worshipped in Egypt with every physicall
characteristic of Nimrod.  I have already noticed the fact that Nimrod, as the
son of Cush, was a negro.  Now, there was a tradition in Egypt, recorded by
Plutarch, that 'Osiris was black'.......""  Hislop

It was like a cold slap to my face, when my wifes uncle brought out his
cerimonial dress and it was leopard skin.  I mean real leopard skin.   He told
me that only the highest of degrees wore the leopard skin.  (The reason that he
started telling me all this was that he had just been given a couple of months
to live and my wife had led him to a saving faith in Christ and he immediately
repented from 'mysteries' of the lodge!)

Nimr-rod from Nimr, a ""leopard,"" and rada or rad ""To subdue.""  It is a
universal principle in all idolatries, that the high priest wears the insignia
of the god he serves.  Any representation of Osiris usually show the wearing of
some leopard.  It is interesting that the Druids of Britian also show, or
should I say hide, this representation.  They, however, worshipped the ""spotted
cow"".

I'll stand by my statements.  Masonry is of the ""mystery"" religions that all
find their source in Babylon, the great harlot. Sorry Peter,  I do not mean to
be a ""cold slap to the face"" but there is to much evidence to the contrary that
Masonry doesn't find its origins in Egypt.  Of the Masons I have personally
talked to, all refered to Egypt as their origin.  Why are you now separating
yourself from this which not many years ago, was freely admitted?",15,soc.religion.christian
13392," 



Mr. Hernandez Ñ-
  
   I apologize for the misunderstanding.  I explained that I know that it
is essential for some fans to get scores here, for they cannot get them
elsewhere.  I have no problem with what you do, posting scores AFTER the
games have been completed.  However, like I said earlier, I don't think it
is a necessity to post scores during the middle of games, like some others
have come to practice.",9,rec.sport.baseball
13577,"
[ These two paragraphs are from two different posts.  In splicing them 
  together it is not my intention to change Steve's meaning or misrepresent
  him in any way.  I don't *think* I've done so. ]


Part of what started this was my earlier example of Illinois, USA requiring
anyone doing more than X automobile transfers a year (X = 10, I think)
to become licensed as a used car dealer.  In addition, it requirs anyone
with a used car dealer's license to own at least 10 cars at a time, all the
time. 

Let me continue with this example and try to answer Steve's questions.

Steve, let's say you have the talent and inclination to fix up and resell
cars.  Either you've gotten good enough at it in your spare time to bump
up against these limits, or you would like to do it full-time but these
stupid, arbitrary laws prevent you from starting out small and pulling
yourself up.  So I'm protected from a hungry neighborhood competitor willing
to take a low profit while working extra hard to fulfill my needs, and you're
protected from doing what you want with your life.

Here's what I see libertarianism offering you:

Your money is truly yours; it belongs to you.  You can use it to buy a car.
If you use it to buy a car, it is truly your car; it belongs to you.  You
can use your money to fix up that car.  Since it is your car, you can sell
that car.

Your life is truly yours; it belongs to you.  It matters not if someone
thinks that it's ""wrong"" for you to buy and sell 10 cars within 12 months
rather than, say, 9 cars.  They may dissaprove, but it is not their life or
their money, it is your life and your money.

My money is truly mine; it belongs to me.  I can use it to buy a car.
Perhaps your car.  Perhaps that 10th car, the one that someone, somewhere
dissaproves of you selling and, presumably, of me buying.

That someone could go to the government and insist that the government make
us stop it.  But the government would be powerless to stop us from doing
what we like with our own property, in the abscence of fraud or agression.
And it would be powerless to stop us from associating with each other.

This does not seem to me to be a utopian dream, but basic human decency
and common sense.  A real grass-roots example of freedom and liberty.
And yes, not having a few people acting as our masters, approving or
rejecting each of our basic transactions with each other, does strike me
as a wonderful way to improve the human condition.",18,talk.politics.misc
11641,"The two historic facts that I think the most important are these:

(1) If Jesus didn't rise from the dead, then he must have done something
else equally impressive, in order to create the observed amount of impact.

(2) Nobody ever displayed the dead body of Jesus, even though both the
Jewish and the Roman authorities would have gained a lot by doing so
(it would have discredited the Christians).
",15,soc.religion.christian
12865,"Hi folks,
	I have a 386/25 daughter board for Zeos, which I want to upgrade to
486/25 or 33. 
So send me mail with you offer if you are 
		1. Selling 486/25 or 486/33 (zeos daughterboard)
		2. Willing to buy my 386/25 (zeos daughterboard)
Thanks..
Murli
",6,misc.forsale
15360,"There is the Army Ballistic Missile Defense Organization.

They were the precursors to SDIO.  and still exist under
that umbrella.  Army Signal Corp's  and DCA  defense Comm Agency
oops  DISA, they just changed names  do space work.  that's
the point of all those defense comm sats.  ",14,sci.space
2046,"Knight Riders has got to be one of the silliest
movies I've ever seen.
",8,rec.motorcycles
9998,"Anyone familiar with this video card? What chipset does the winjet use - S3?
As I am in the market for a VLG video card, what is the best chipset among
S3, Cirrus Logic and Tseng Lab (ATI is out of the question - too expensive) ?",3,comp.sys.ibm.pc.hardware
3065,"
What gives the US the right to keep New York?  It is the home of the
United Nations as well as being home to a myriad of ethnic groups.

(Actually, NYC is more comparable to the Gaza Strip; the controlling
authority would probably be pleased as punch to unload it on someone
else -- but no-one seems to want it!  :-)


A-historical bullshit.  Shamir fought the British (who, incidentally,
shipped whole shiploads of Jews back to the Nazis for extermination
and hung those Jewish fighters that they captured and didn't want to
deal with anymore).  Shamir did not attack civilians on airliners,
cruise ships, in airports, sports events, movie theaters, markets,
on buses and children in schoolyards.  Your comparison to a Master
Murderer like Abu Nidal is BLIND!
",17,talk.politics.mideast
8199,"I am looking for a package that implements standard
image processing functions (reading/writing from
standard formats), clipping, zoom, etc. implemented
under X. Both public domain and private packages
are of interest. The particular application area I
have in mind is medical imaging, but a package meant
for a more general context would be acceptable.

Please reply to me; I will summarize on the net if
there is general interest.",5,comp.windows.x
6250,": >Based on the amount of E-Mail from fellow Christians who have read the
: >posts and told me I was wasting my time with Butler and Joslin, I told
: >them I wasn't doing it for DB or  DJ but for other Christians.  They
: >have told me that DB's and DJ's arguments won't convince most Bible
: >studying Christians.  So I have reevaluated my purpose here and it's
: >also contributed to my decision.

: So most Bible-studying Christians won't be convinced by my arguments? 
: And this is supposed to be a Good Thing, I presume?

Where does this ""Most Bible studying Christians think as Frank
does"" come from.  And what implied ""good"" are you doing for other
Christians?

At least some of what you are teaching has been demonstrated as
wrong.  Has it ever occured to you that you may be doing more harm
than good to your fellow Christians?

BTW, I used to think like Frank does.  I went to a fundamentalist
church for a while.  I didn't start to really think about what
they were saying until I noticed a ""God's Science"" phamphlet
there.  I read it and noticed that the authors of it knew virtually
nothing about Science.  I asked church members some questions about
""theories"" from the phamphlet and got only deceptive answers.  I
began to notice a very similar style of ""answers"" for theological
questions as well.  The only conclusion I could reach was that
these peoples' beliefs about the Bible were about as valid as
their beliefs in their God's Science phamphlet.

: If there are still people out there who think that my purpose here
: is to ""attack the Bible,"" (an accusation Frank once made) I would point
: out that I have also criticized people who have posted ""bible
: contradictions"" that turn out to be silly, out of context, or easily
: (and legitimately) reconciled.  I'm not attacking the Bible, but 
: intellectual dishonesty *about* the Bible, from either side.

If one of the primary purposes of Christians is to seek out truth,
how can people condemn you for doing this?
",19,talk.religion.misc
18517,"At the risk of getting lost in the clipper chip discussion I give a  
summary on my recent question:


Unfortunately the answer is no - concealing the initialisation vector  
essentially doesn't give any additional security. I got 3 answers (from  
grady@netcom.com, Mark.Lomas@cl.cam.ac.uk, smb@research.att.com) that  
opened my eyes. It's pretty simple:

Say E is encryption (and D decryption) with key K on 64-bit blocks.

Let c[0] be the initialisation vector,
m[1], m[2], ... the message blocks,
c[1], c[2], ... the cipher text blocks.

Then encryption in cipher block chaining (CBC) mode works by the formula

   c[i] = E(m[i] XOR c[i-1]),

and decryption by

   m[i] = c[i-1] XOR D(c[i]).

So if the attacker doesn't have c[0] this only affects the first message  
block m[1]. But she can do her key search attack on m[2], m[3], ...

The situation in cipher feedback (CFB) mode is a bit more complicated but  
similar and left as an exercise for the reader :-)

Finally there is the modified output feedback mode (OFB) where DES (or  
whatever block cipher you use) simply acts as random generator by

   s[i] = E(s[i-1]) with initialisation vector (= seed) s[0],

and encryption is given by

   c[i] = m[i] XOR s[i].

Here the usual `known plaintext' attack against XOR-bitstream ciphers  
reduces the cracking to key search for K.
",11,sci.crypt
13399,"For discussion of Nikolai Tesla (who else??)
",12,sci.electronics
12685,"










",14,sci.space
4090,"
I believe that things are getting mixed here.
Critizicing Israel and/or being anti-zionist is not seeing ""the absolute 
negatives of that culture"". Maybe, because a person can see the positives 
of that culture is that that person opposes zionism and the actions of the
State of Israel.
I, for one, consider the actions of the State of Israel with respect to
the human rights of the Palestinian people as an example of an action thaty
opposes what Jewish culture was suppose to uphold as an example of 
respect and what the Jewish people learned about oppresion, segregation and
years in the diaspora.



He might not want to recognize that. It does not make him a self-hating
Jew, as far as I see it. At most, he is a person who is not telling
the truth.



But, so far, it seems that the blame is always put on ""the other"".
If you read this newsgroup, for example, Israel is never guilty by
herself. She is always responding to the actions of the ""other"", and
it goes as if the actions of Isreal do not also affect the response
of the ""other' in a cycle that never ends. Also, there is blindness to
try to understand what the other feels and why.
There is always and excuse. There is always a rationale to explain why
things happen as they do.
And, what is the worst part for me, there seems to be all the time an
intention to try to de-humanize the ""other"", as if the other did not
care about their future, children, peace, etc, etc.

",17,talk.politics.mideast
1392,"RAPTURE - OCTOBER 28, 1992

		WHAT TO DO IN CASE YOU MISS THE RAPTURE

I. STAY CALM AND DO NOT PANIC

	Your natural reaction once you realize what has just occurred is to
panic.  But to do so is absolutely useless now.  If you had wanted to get right
with God before the rapture, you could have, but you chose to wait.  Now your 
only chance is to stay on this earth and to endure to the end of the 
Tribulation.  ""But he that shall endure unto the end, the same shall be 
saved."" - Matthew 24:13

II. REALIZE YOU ARE NOW LIVING DURING THE GREAT TRIBULATION

	The Great Tribulation is a seven year period starting from the time of
the rapture until Christ's second coming.  Also know as ""the time of Jacob's
(Israel's) trouble"" (Jere 30:7) and ""Daniel's Seventieth Week"" (Dan 9), this 
period will be unparalleled in trouble and horror.

III. GATHER AS MANY BIBLES AS YOU CAN AND HIDE THEM

	Soon after the Antichrist becomes the leader of the European Community 
(the revived Roman Empire), Bibles will be confiscated and owning a Bible will
be tantamount to treason.  The Bible, however, will be your most valuable 
possession during the Tribulation.

IV. READ THE BIBLE LIKE YOU HAVE NEVER READ IT BEFORE IN YOUR LIFE

	Since all of your Bibles may be confiscated, even if you are careful, it
is imperative that you read the Word until you memorize whole passages and can
quote them.  It is especially important to read Daniel, Luke 21, Matthew 24, 
Revelation, and Amos, for these books describe the events you can expect to
unfold before you.  

V. PRAY LIKE YOU HAVE NEVER PRAYED BEFORE IN YOUR LIFE

	Pray until the power of God comes strongly upon you - pray and pray 
and pray.  Only by reading the Word and praying will you gain the spiritual 
strength to be able to withstand the torture you may have to endure for the
sake of Christ.  

VI. DO NOT TAKE THE MARK AT ANY COST - EVEN IN FIT MEANS YOU AND YOUR LOVED
ONES DIE AS MARTYRS

	After the Antichrist becomes the leader of the European Community, he
will institute a world economic system, designed so that you cannot buy, sell,
or eat unless you take his mark or the number of his name.  Money will be
useless.  ""And he causes all, both small and great, rich and poor, free and 
slave, to receive a mark on their right hand or on their foreheads, and that
no one may buy or sell except one who has the mark or the name of the beast, 
or the number of his name.  Here is wisdom.  Let him who has understanding
calculate the number of the beast, for it is the number of a man: His number
is 666"" - Revelation 13:16-18.  
	The Antichrist will implement the greatest slaughter in all of 
humanity.  Think of the various ways people have been tortured and killed
in the past, such as the Holocaust.
[or maybe the crusades? -M]
You cannot even imagine the horror that will take place under the Antichrist's
rule; it will be much worse than anything in history (Matt 24:21) ""...I saw
under the altar the souls of those who had been slain for the word of God and
for the testimony which they held.  And a white robe was given to each of 
them: and it was said to them that they should rest a little while longer, 
until both the number of the fellow servants and their brethren, who would be
killed as they were, was completed."" Revelation 6:9, 11.
	His targets will be Jews and Christians who do not worship his image
or take the mark on their forehead or right hadn/ ""...And I saw the souls of 
those who had been beheaded for their witness to Jesus and for the word of 
God, who had not worshiped the beast or his image, and had not received his mark
on their foreheads or on the hands."" - Revelation 20:4.  He will use every
form of torture and humiliation in order to force you to renounce Christ.  Nor
will he hesitate to use your loved ones against you, even your children, 
torturing and killing them in front of you so that you will be tempted to take
the mark.  
	If you take the mark or worship the Antichrist or his image, however,
you will be consigned to the second death, which is the Lake of Fire.
[Sung about so eloquently by Johnny Cash...-M]
You cannot be redeemed.  It is better to endure torture for a short while and
gain eternal life then [sic] to endure eternal torment in the Ring^H^H^H^H Lake
of Fire.  ""...If anyone worships the Beast and his image, and receives his 
mark on his forehead or on his hand, he himself shall also drink the wine of
the wrath of God, which is poured out full strength into the cup of His 
indignation.  An [sic] he shall be tormented with fire and brimstone in the 
presence of the holy angels and in the presence of the Lamb."" -Revelation 
14:9-10 

[and probably in the presence of season-ticket holders; special hats given to
the first 5,000 at the stadium --M] 

VII. SET A PLAN IN MOTION FOR SURVIVAL

	Although you may not be able to hide from the Antichrist's government
until the end of the Tribulation, all of the time you gain in hiding is 
important for your spiritual growth and strengthening, since only those who are
extremely strong in Christ can suffer and die for His sake.
	The first thing to do is move out of the city and into a rural or
mountainous area, for the Antichrist's control will come last to the least
populated areas.  Take a good radio or TV with you so that you can stay 
attuned to events and discern the time schedule of the Tribulation.
[""As you can see on the weather map, heavy currents of Tribulation will sweep
into our area by daybreak.  Expect delays on I-95 outbound, and perhaps school
closings"" --M] 
Store water and food, because you will not be able to purchase anything without
the mark.  Water in lakes and streams will be polluted by radioactive waste
from nuclear warfare and will eventually turn into blood.
[Get a good water filter. --M]
Bring different types of clothing for all seasons, as well as flashlights,
batteries, generators, and First Aid supplies.  In short, learn how to 
survive and live off the land as the pioneers did.

VIII. TRUST NO ONE
	
	There will be secret agents everywhere, spying for the Antichrist's
government.  Be on the lookout.
[Perot supporters take note --M]

IX. WATCH FOR THE ANTICHRIST

	It is important to realize who the Antichrist is and what he is up to,
for he will deceive many into thinking that he is a great world leader who will
bring peace and prosperity to a world hungry for it.  We can infer from Daniel 
11 certain characteristics of this man.  Popular during the first three and a
half years of the Tribulation, he will dominate the airwaves.  He will be 
physically appealing, highly intelligent, with Christ-like charisma and 
personality.  An international politician, military tactician and economic
expert, his word will be peace; he will make a treaty with the Jews, which
he will break after three and a half years.  He will have such supernatural 
power that a mortal wound to his head will be healed.  Even the very elect will
be deceived.  If you do not pray and read the Bible, you too will be deceived.
[Dominate the airwaves?  Perhaps Howard Stern or Rush Limbaugh...-M]
	The antichrist will have a companion, the False Prohphet [sic], who
will make an image in the likeness of the Antichrist and cause it to speak.  
All who refuse to worhsip [sic] the image will be killed.  The final three and
a half years will be absolutely insane, with demonized spirits everywhere.

X. DO NOT GIVE UP HOPE!

	The seven years of Tribulation will end with the triumphant return of
Christ.  The Antichrist will be defeated.  Be steadfast and endure, and you 
will be rewarded greatly in Heaven.  
	Start reading the Bible and praying fervently now.  The salvation of 
your sould depends upon it.  Determine that, come what may, you will not take
the mark or worship the Antichrist.  You still have a chance to be saved or
remain saved, but this time you will have to be ""faithful unto death.""

	May God find you ready in the hour of his glorious return!

******************************************************************************
Mike Cluff				*  ""Christianity is Stupid.
v22964qs@ubvms or mike%luick@ubvms	*   Give up."" -Negativland
UB Language Perception Laboratory	*  
******************************************************************************


/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.",0,alt.atheism
7975,"


And my '78 CX500 too - I first thought it was the wiring diagram that didn't
fit MY machine ;-)
",8,rec.motorcycles
11909,,14,sci.space
7901,"Bill Burns was looking for a description of the differnces  between the
Catholic and Lutheran churches.

I'd recommend Prof. William Whalen's book ""Separated Brethren"".  It's
an overview of common US denominations, intended for a Catholic
audience.
",15,soc.religion.christian
5784,"this is a test

-- 
****************************************************************************
",4,comp.sys.mac.hardware
1092,"We are getting a memory fault and a core dump whenever we end a Motif
session under Ultrix 4.3, running on a DEC 5000/240. An examintion of the 
core file leads us to believe it's from getcons. Does anyone know what
this is all about?

marc
",5,comp.windows.x
4305,"
This should not be the case if they are at all reputable. Fuel injector 
cleaning is done properly with a can of injector cleaner solvent which is
hooked up to the fuel system under high pressure. The car is actually run on
the solvent during the cleaning process. The equipment to properly do this is
pricey, and generally not something the average home mechanic has. The solvent
itself is not very expensive ($5-$8) and you could probably make up a hose to
fit your system and do it yourself, but I didn't tell you that... :-)

Not many in-tank cleaners are worth wasting your money on. There has been a 
discussion of these products on here from time to time, and Chevron Techron
(not Pro-Gard with Techron) is generally regarded as the best. It is, however,
a bit more than $1.29 a bottle. IMHO, it will not substitute for proper
injector cleaning if they are really crudded up. You'll have to decide if the
$59 price is a better deal than spending your time and/or buying equipment to
do it.",7,rec.autos
10038,"Hi,
	would someone please email the new AVI file
	format.  I'm sure that many people would 
like to know what it is exactly.

Thank you


Mark Gregory Lecturer m.gregory@rmit.edu.au PH(03)6603243 FAX(03)6621060
Royal Melbourne Institute of Technology,
Department of Communication and Electronic Engineering,
P.O. Box 2476V, Melbourne, Victoria, 3001. AUSTRALIA.",1,comp.graphics
11821,"
If you want to live with someone, you can.
If you don't want to have a civil marriage, don't.
If you don't want to have a wedding in a church, don't.
If you want to call that a marriage, go right ahead.

I hope that the young people that are around you, don't follow your example.

",15,soc.religion.christian
7360,"NAPA remanufactured large 4 barrel carburetor for 78-80
big-block 360/440 Dodge.  Part #4-244.  New in box w/manifold gasket.
Retail: $345.00
NAPA price: $250.00

Your price $100.00 + shipping",6,misc.forsale
11791,"Items for sale.....

This package was bought throught a award give-away company. I attempted
to cancel my order before I received the package, but I was too late and
the company refused to take the package back for refund. I know the truth
which I would never get my $697 back, but I wish to get my money back as
close as possible. Here is the describtion of the package...

Nishika 3D camera	It takes very good picture, never been opended
			or used. It came with wide angle flesh, carring
			case, film, and a instruction video. It has four
			lens and created a 3D effect on a regular 35mm
			film.

Jewelry			It came with the package as additional gift.

Bahama vacation voucher	The voucher is good for two RT airfare to Freeport.
			The users get a special hotel rate of $27 per-person
			per-night. Meals, ground transfer, hotel tax is
			_not_ included.

Las Vegas, Reno, Orlando	The voucher provides one RT airfare, and
				hotel accomodation for 3 days/ 2 nights.
				Meals, ground transfer, hotel tax is not
				included. The voucher is good for all 3
				locations, but you can't travel to all 3
				places at once.

Cancun, Mexico		The voucher provides one RT airfare, and hotel
			accomodation for 3 days / 2 nights. Meals and
			ground transfer, hotel tax is not included as
			usual.

I paid $697 for the whole package. So try not to be cold-blooded when you
make your offer. Details would be provided by request. I do wish to sell
the whole package at once. So if you are just looking for the vacation
vouchers, I don't care if you sell the camera to other for a higher pric
If you are interested in the camera, you could treat the vacation vouchers
as gift.

If you receive a letter in your mail box which says that you are selected
to be part of the sweeptake and you have at least one out of five awards. 
Trust me, you would get the exactly the same package as I did. There is 
only one award which will be given away. So don't bother even to call them 
back, if you are really interested, you could get it from me for a cheaper 
price. And you could receive the package within a week ( I waited three 
months to get my first and final packages). Also, they would ask for your
credit card number and you have to pay for the interest to the credit 
card company. So why spend more than you should when you could get them
from me for a cheaper price.

If you are interested, please reply to me as soon as posible. I really
wish to get this over with. Make me an offer, if I am confortable with
your offer, I would send the package by U.P.S. the next day morning.
More details could be given if you wish.

Please contact me at koutd@hirama.hiram.edu",6,misc.forsale
11618,"I am taking a course entitled ""Exploring Science Using Internet"".
For our final project, we are to find a compendium of Internet resources 
dealing with a science-related topic. I chose Astronomy. Anyway, I was 
wondering if anyone out there knew of any interesting resources on Internet
that provide information on Astronomy, space, NASA, or anything like that.

THANKS!",14,sci.space
12104,"[much discussion about switching 5.25"" and 3.5"" drives removed]

Another (albeit strange) option is using a program like 800 II
(available via anonymous FTP at many major sites), or FDFORMAT
(also available via anonymous FTP), that allows you to format
5.25HD disks to 1.44Meg, or 3.5""HD disks to 1.2Meg (along with
many MANY other formats!) so you can DISKCOPY (yes, the broken
MeSsy-DOS DISKCOPY!) the 5.25"" disks onto 3.5"" disks or vice
versa...  I use this techniques with ""NON-DOS"" self-booting 
game disks on my old Tandy 1000, and it works...  Another program
named Teledisk (shareware--available on many major BBS's) will
also make the weird format disks, provided you have 800 II
or FDFormat installed....  Some disks that won't DISKCOPY
properly can be readily Teledisk'd into the proper format...
At least this is a software solution for a hardware/BIOS 
deficiency, eh? 


--
Joseph Zbiciak                         im14u2c@camelot.bradley.edu
[====Disclaimer--If you believe any of this, check your head!====]
------------------------------------------------------------------",3,comp.sys.ibm.pc.hardware
6013,"Wednesday's game of Beloved Yakult Swallows

(At Jingu, 38,000)
Hanshin Tigers      000 006 000 |6
Beloved Swallows    100 000 000 |1

  W - Kasai (2-0). L - Ito (0-1).
----------------------------------------------------------------
CENTRAL LEAGUE STANDING
==========================
                   W   L   T   Pct.   GB
Hiroshima Carp     7   2   0  .778    --
Chunichi Dragons   7   3   0  .700    0.5
Hanshin Tigers     6   4   0  .600    1.5
Hated   Giants     4   5   0  .444    3.0
Beloved Swallows   3   7   0  .300    4.5
Yokohama BayStars  2   8   0  .200    5.5
------------------------------------------------------------------

--",9,rec.sport.baseball
